onset	duration	response_time	value	stimuli
8358	4000	rien	0	BEE.bmp     
16363	3000	1302	1	FEATHER.bmp 
23368	4000	944 	0	CRAB.bmp    
31357	3000	892 	1	GUITAR.bmp  
38361	4000	2032	1	CORN.bmp    
46367	4000	2927	0	GORILLA.bmp 
54373	3000	1230	1	GARBAGEC.bmp
61361	4000	2736	1	ALLIGATO.bmp
69366	3000	1546	1	CUP.bmp     
76371	4000	2231	1	COMPASS.bmp 
84360	3000	1818	1	BUTTERFL.bmp
91365	4000	1739	1	CLOWN.bmp   
99370	3000	3636	1	FRYINGPA.bmp
106358	4000	1588	1	BENCH.bmp   
114363	4000	1628	1	DRESS.bmp   
122369	3000	1249	1	BOWL.bmp    
129357	3000	1895	1	SCORPION.bmp
136362	3000	1428	1	CLOUD.bmp   
143366	3000	3115	0	DRAGONFL.bmp
150371	4000	3089	0	ARTICHOK.bmp
158360	4000	1599	1	FUNNEL.bmp  
166366	3000	1415	1	BOOT.bmp    
173370	4000	1129	1	BIRDCAGE.bmp
181359	3000	2308	0	CAP.bmp     
188364	3000	1586	1	BROOM.bmp   
195369	4000	1742	1	frenchcr.bmp
203358	4000	1489	1	ACCORDIO.bmp
211363	4000	1733	1	BELT.bmp    
219369	3000	rien	0	ASPARAGU.bmp
226357	4000	1847	1	DRESSER.bmp 
234363	3000	1633	1	RAY.bmp     
241367	4000	1209	1	DOLPHIN.bmp 
249356	3000	1203	1	AIRPLANE.bmp
256360	4000	1323	1	CHEESE.bmp  
264366	3000	1551	0	CHIMNEY.bmp 
271354	3000	1651	1	AXE.bmp     
278359	4000	1147	1	BEAR.bmp    
286364	4000	2106	1	CHICKEN.bmp 
294370	4000	1241	1	FLAG.bmp    
302358	3000	2117	1	EYE.bmp     
309363	4000	rien	0	CATERPIL.bmp
317369	4000	1432	1	CROWN.bmp   
325358	4000	1806	1	DOORKNOB.bmp
333363	4000	1156	1	COW.bmp     
341369	3000	1467	1	GLOVE.bmp   
348357	3000	1561	1	ANCHOR.bmp  
355362	3000	1571	1	FISH.bmp    
362367	4000	1362	1	BICYCLE.bmp 
370355	4000	1816	1	BIRDNEST.bmp
378360	4000	2050	1	HAMMOCK.bmp 
386366	3000	1688	1	EAR.bmp     
393354	3000	1383	1	BOX.bmp     
400359	3000	1188	1	FAUCET.bmp  
407363	3000	1995	1	DOGHOUSE.bmp
414368	3000	2082	1	FAN.bmp     
421356	3000	2025	0	DUSTPAN.bmp 
428361	3000	1766	1	CAR.bmp     
435366	4000	1283	1	BRAIN.bmp   
443355	4000	985 	1	CANNON.bmp  
451360	3000	1052	1	CAT.bmp     
458365	4000	1338	1	BOTTLE.bmp  
466354	3000	rien	0	ASHTRAY.bmp 
473359	4000	1441	1	COAT.bmp    
481364	4000	1392	1	BOW.bmp     
489353	4000	1760	1	ACORN.bmp   
497359	4000	1217	1	ELEPHANT.bmp
505364	4000	1391	1	DONKEY.bmp  
513353	3000	1300	1	EAGLE.bmp   
520358	3000	1282	1	ENVELOPE.bmp
527362	3000	954 	1	CARROT.bmp  
534351	4000	910 	1	APPLE.bmp   
542356	4000	1823	1	FLOWER.bmp  
550361	3000	1357	1	FORK.bmp    
557366	3000	1962	1	DEER.bmp    
