onset	duration	response_time	value	stimuli
3401	2000	1033	1	DOGHOUSE.bmp
9404	3000	798	1	CAP.bmp     
16393	2000	1015	1	CRAB.bmp    
22397	2000	1273	0	DUSTPAN.bmp 
28401	3000	952	1	ARTICHOK.bmp
35406	2000	1576	1	CHIMNEY.bmp 
41393	2000	953	1	GLOVE.bmp   
47397	2000	950	1	BOX.bmp     
53401	3000	935	1	ACORN.bmp   
60391	3000	1419	1	BOTTLE.bmp  
67394	2000	897	1	CLOUD.bmp   
73399	2000	888	1	CANNON.bmp  
79403	3000	787	1	ANCHOR.bmp  
86390	2000	785	1	FORK.bmp    
92394	2000	730	1	BEAR.bmp    
98398	3000	1239	1	FAUCET.bmp  
105403	2000	1063	1	BOWL.bmp    
111390	3000	1148	1	EAGLE.bmp   
118395	2000	767	1	frenchcr.bmp
124399	3000	731	1	ALLIGATO.bmp
131404	2000	907	1	ELEPHANT.bmp
137392	2000	725	1	EAR.bmp     
143396	2000	1187	1	BUTTERFL.bmp
149400	2000	939	1	CLOWN.bmp   
155404	3000	973	1	BROOM.bmp   
162392	3000	767	1	BRAIN.bmp   
169397	2000	758	1	APPLE.bmp   
175401	2000	1264	1	SCORPION.bmp
181389	3000	979	1	FLOWER.bmp  
188393	3000	1117	1	FAN.bmp     
195397	2000	877	1	AXE.bmp     
201402	3000	1079	1	DOORKNOB.bmp
208390	2000	1045	1	DRESSER.bmp 
214394	3000	1236	1	CORN.bmp    
221399	2000	833	1	CROWN.bmp   
227403	3000	1098	1	EYE.bmp     
234391	3000	758	1	CARROT.bmp  
241396	3000	977	1	BICYCLE.bmp 
248401	3000	991	1	DRAGONFL.bmp
255389	3000	1106	1	HAMMOCK.bmp 
262394	2000	1195	1	COMPASS.bmp 
268398	2000	1119	1	COW.bmp     
274402	2000	1006	0	BOW.bmp     
280389	3000	1099	1	ASHTRAY.bmp 
287393	3000	1349	1	BIRDNEST.bmp
294398	3000	950	1	FEATHER.bmp 
301403	3000	1124	1	ASPARAGU.bmp
308391	2000	890	1	CAT.bmp     
314395	3000	1724	1	BIRDCAGE.bmp
321400	3000	1237	1	DOLPHIN.bmp 
328388	3000	1252	1	GORILLA.bmp 
335393	2000	923	1	CUP.bmp     
341397	3000	854	1	FUNNEL.bmp  
348402	3000	940	0	COAT.bmp    
355390	2000	984	1	FISH.bmp    
361394	2000	717	1	GARBAGEC.bmp
367399	3000	821	1	RAY.bmp     
374403	2000	871	1	FRYINGPA.bmp
380391	2000	952	1	CAR.bmp     
386394	3000	1039	0	BEE.bmp     
393399	3000	977	1	GUITAR.bmp  
400387	3000	1172	1	DEER.bmp    
407392	2000	981	1	BELT.bmp    
413396	3000	1140	0	CHEESE.bmp  
420401	2000	957	1	ACCORDIO.bmp
426388	3000	1287	1	BENCH.bmp   
433393	2000	1261	1	AIRPLANE.bmp
439397	2000	1049	1	DONKEY.bmp  
445401	3000	845	1	BOOT.bmp    
452390	3000	951	1	DRESS.bmp   
459394	2000	854	1	ENVELOPE.bmp
465399	3000	1699	1	FLAG.bmp    
472387	3000	974	1	CHICKEN.bmp 
479392	2000	1375	1	CATERPIL.bmp
