onset	duration	response_time	value	stimuli
4442	2000	598 	1	SHOE.bmp    
10446	3000	760 	1	LIGHTBUL.bmp
17450	2000	895 	1	WHEEL.bmp   
23438	2000	882 	1	WELL.bmp    
29442	3000	763 	1	KNIFE.bmp   
36447	3000	1272	1	PLIERS.bmp  
43452	3000	769 	1	MOTORCYC.bmp
50440	2000	784 	0	PICTURE.bmp 
56443	2000	574 	1	SNAKE.bmp   
62447	3000	679 	1	STOOL.bmp   
69435	2000	545 	1	NOSE.bmp    
75440	3000	778 	1	WINDOW.bmp  
82444	2000	852 	1	LADYBUG.bmp 
88449	3000	995 	1	ROOSTER.bmp 
95437	3000	991 	1	PANTS.bmp   
102442	2000	793 	1	NECKLACE.bmp
108446	2000	863 	1	TRUMPET.bmp 
114450	2000	975 	1	LAMP.bmp    
120437	3000	853 	1	HAT.bmp     
127442	3000	969 	1	LEG.bmp     
134447	3000	1157	1	TRACTOR.bmp 
141435	2000	1521	1	WHIP.bmp    
147439	2000	1735	1	PELICAN.bmp 
153444	2000	853 	1	SNAIL.bmp   
159448	2000	1764	1	MOUNTAIN.bmp
165434	3000	977 	1	PAINTBRU.bmp
172439	2000	1072	0	WOLF.bmp    
178443	2000	rien	0	WEATHERV.bmp
184447	2000	703 	1	RABBIT.bmp  
190435	3000	952 	1	MICROSCO.bmp
197440	3000	1323	1	SKIRT.bmp   
204444	3000	1320	1	ROCKET.bmp  
211433	2000	834 	1	GLASS.bmp   
217437	2000	775 	1	VASE.bmp    
223441	2000	1233	1	SWAN.bmp    
229445	2000	2129	1	NAIL.bmp    
235432	3000	933 	1	Scale.bmp   
242437	3000	1086	1	CIGARETT.bmp
249442	3000	867 	1	SHIRT.bmp   
256447	3000	1358	1	HAMMER.bmp  
263435	3000	1203	1	PLUG.bmp    
270440	2000	1192	1	PALMTREE.bmp
276443	2000	1024	1	SPIDER.bmp  
282431	3000	887 	0	SYRINGE.bmp 
289435	3000	930 	1	TIGER.bmp   
296440	2000	703 	1	UMBRELLA.bmp
302444	2000	952 	1	LION.bmp    
308432	3000	1301	1	OSTRICH.bmp 
315437	3000	654 	1	MONKEY.bmp  
322442	2000	1237	1	LADDER.bmp  
328446	3000	rien	0	HARMONIC.bmp
335434	2000	1640	0	TIE.bmp     
341438	2000	642 	1	MOON.bmp    
347442	2000	833 	1	SAW.bmp     
353430	2000	1018	1	ski.bmp     
359434	3000	779 	1	PEAR.bmp    
366439	3000	778 	1	WATERING.bmp
373443	3000	1033	1	PIPE.bmp    
380432	3000	835 	1	TELEPHON.bmp
387436	3000	885 	1	RAT.bmp     
394441	3000	855 	1	LOCK.bmp    
401429	2000	850 	1	RING.bmp    
407433	3000	1200	1	PEACOCK.bmp 
414437	3000	rien	0	HYENA.bmp   
421442	2000	660 	1	SOCK.bmp    
427430	3000	1157	1	POT.bmp     
434435	2000	1239	1	SQUIRREL.bmp
440439	3000	1282	0	SKULL.bmp   
447428	2000	1896	1	HARP.bmp    
453431	3000	745 	1	PIANO.bmp   
460436	2000	1534	1	NAILFILE.bmp
466440	2000	973 	1	ZEBRA.bmp   
472428	2000	1537	1	SCREW.bmp   
478432	2000	604 	1	RULER.bmp   
