onset	duration	response_time	value	stimuli
10821	4000	1077	1	COW.bmp     
18809	3000	1439	1	CHICKEN.bmp 
25814	4000	2397	0	BOOT.bmp    
33819	3000	1794	0	CAP.bmp     
40807	3000	1060	1	GUITAR.bmp  
47811	3000	1050	1	CAR.bmp     
54816	4000	972	1	CORN.bmp    
62805	4000	960	1	EAR.bmp     
70811	3000	1054	1	BOWL.bmp    
77815	3000	1955	0	FRYINGPA.bmp
84820	3000	1239	1	RAY.bmp     
91808	3000	1534	0	DUSTPAN.bmp 
98813	4000	1558	1	COMPASS.bmp 
106819	4000	1193	1	FUNNEL.bmp  
114808	3000	2298	1	CHIMNEY.bmp 
121812	3000	1293	1	DEER.bmp    
128817	3000	1525	1	DRAGONFL.bmp
135805	3000	1300	1	FLAG.bmp    
142810	3000	1128	1	BEAR.bmp    
149815	3000	1184	1	BOW.bmp     
156804	3000	2145	1	GORILLA.bmp 
163808	4000	1178	1	ELEPHANT.bmp
171814	3000	1105	1	BIRDNEST.bmp
178817	3000	1304	0	ARTICHOK.bmp
185806	4000	1170	1	ALLIGATO.bmp
193811	4000	1405	0	ACCORDIO.bmp
201817	4000	1291	1	CUP.bmp     
209805	3000	1246	1	BOX.bmp     
216810	3000	886	1	CATERPIL.bmp
223815	3000	1180	1	GARBAGEC.bmp
230803	4000	1190	1	FORK.bmp    
238809	4000	1074	1	BICYCLE.bmp 
246814	4000	1490	1	BIRDCAGE.bmp
254803	3000	1503	1	BELT.bmp    
261807	4000	986	1	BRAIN.bmp   
269813	4000	1177	1	EAGLE.bmp   
277801	4000	1097	1	CAT.bmp     
285807	4000	1058	1	CHEESE.bmp  
293812	4000	928	1	CANNON.bmp  
301801	4000	1101	1	AIRPLANE.bmp
309807	3000	1027	1	CROWN.bmp   
316811	3000	1382	1	ENVELOPE.bmp
323800	4000	1288	1	CRAB.bmp    
331805	4000	1368	1	FAN.bmp     
339811	4000	1274	1	ASHTRAY.bmp 
347800	4000	1421	1	ANCHOR.bmp  
355805	4000	895	1	CLOWN.bmp   
363811	4000	1119	1	BENCH.bmp   
371800	3000	873	1	COAT.bmp    
378803	4000	1583	1	BEE.bmp     
386809	4000	945	1	FAUCET.bmp  
394798	3000	1061	1	FLOWER.bmp  
401802	3000	821	1	CLOUD.bmp   
408807	4000	758	1	CARROT.bmp  
416796	4000	1436	1	BROOM.bmp   
424802	3000	2496	0	DRESSER.bmp 
431807	3000	1020	1	FEATHER.bmp 
438796	4000	1036	1	frenchcr.bmp
446800	3000	1125	1	FISH.bmp    
453805	4000	1763	1	SCORPION.bmp
461811	4000	1448	1	AXE.bmp     
469799	4000	1423	1	ASPARAGU.bmp
477805	4000	1400	1	BUTTERFL.bmp
485795	3000	1735	1	EYE.bmp     
492798	4000	1611	1	ACORN.bmp   
500803	3000	1874	1	DOGHOUSE.bmp
507808	4000	1097	1	GLOVE.bmp   
515797	3000	1231	1	DOLPHIN.bmp 
522802	3000	1154	1	DONKEY.bmp  
529806	3000	957	1	APPLE.bmp   
536795	4000	1055	1	BOTTLE.bmp  
544800	3000	1143	0	DRESS.bmp   
551805	3000	1611	1	DOORKNOB.bmp
558793	4000	1330	1	HAMMOCK.bmp 
