onset	duration	response_time	value	stimuli
4643	2000	1130	1	frenchcr.bmp
10630	3000	915	1	GUITAR.bmp  
17634	2000	1150	1	BOX.bmp     
23639	3000	969	1	CAT.bmp     
30643	3000	798	1	ELEPHANT.bmp
37632	3000	2519	1	ASPARAGU.bmp
44636	3000	1355	0	ARTICHOK.bmp
51641	3000	1434	1	BICYCLE.bmp 
58629	2000	1273	1	CORN.bmp    
64634	3000	1454	1	BIRDCAGE.bmp
71638	2000	1075	1	FISH.bmp    
77642	2000	1097	1	CAR.bmp     
83629	2000	1187	1	CHIMNEY.bmp 
89633	3000	1235	1	APPLE.bmp   
96638	2000	1334	1	FORK.bmp    
102642	2000	1075	1	FLAG.bmp    
108630	2000	1228	1	DONKEY.bmp  
114634	3000	1109	1	BROOM.bmp   
121639	3000	892	1	BRAIN.bmp   
128628	3000	999	1	BELT.bmp    
135632	3000	1759	1	BOWL.bmp    
142637	2000	1011	1	BOTTLE.bmp  
148641	2000	983	1	ACCORDIO.bmp
154628	2000	1052	1	CLOWN.bmp   
160632	3000	1201	1	ALLIGATO.bmp
167637	3000	1083	0	BOW.bmp     
174642	2000	1438	1	ACORN.bmp   
180628	3000	1328	1	CATERPIL.bmp
187633	3000	1389	1	DOORKNOB.bmp
194638	3000	1933	0	COAT.bmp    
201626	2000	1096	1	FLOWER.bmp  
207630	3000	1261	1	CANNON.bmp  
214635	3000	1173	1	CUP.bmp     
221640	3000	864	1	RAY.bmp     
228628	2000	868	1	EAR.bmp     
234632	3000	1473	1	CAP.bmp     
241637	2000	891	1	CHEESE.bmp  
247626	2000	1084	1	COW.bmp     
253629	2000	3671	1	FAN.bmp     
259633	3000	1680	1	FEATHER.bmp 
266638	2000	1100	1	DOLPHIN.bmp 
272625	2000	1045	1	AXE.bmp     
278628	2000	1129	1	HAMMOCK.bmp 
284633	3000	1117	1	GLOVE.bmp   
291637	2000	1072	1	FUNNEL.bmp  
297625	3000	1096	1	DOGHOUSE.bmp
304630	2000	1036	1	EYE.bmp     
310634	3000	1065	1	GORILLA.bmp 
317639	2000	956	1	AIRPLANE.bmp
323626	3000	1888	1	CRAB.bmp    
330631	2000	1009	1	ENVELOPE.bmp
336635	3000	1471	1	BEE.bmp     
343624	2000	1095	1	BIRDNEST.bmp
349627	3000	1136	0	EAGLE.bmp   
356632	3000	2543	1	DRESS.bmp   
363637	3000	985	1	ASHTRAY.bmp 
370625	3000	883	1	BEAR.bmp    
377630	3000	805	1	ANCHOR.bmp  
384634	2000	873	1	SCORPION.bmp
390623	2000	791	1	CARROT.bmp  
396626	3000	909	1	CLOUD.bmp   
403630	3000	1522	1	BENCH.bmp   
410635	3000	1886	1	DUSTPAN.bmp 
417623	2000	1351	1	BOOT.bmp    
423628	3000	1327	1	COMPASS.bmp 
430632	2000	1370	1	DRESSER.bmp 
436637	3000	1308	1	CROWN.bmp   
443625	3000	1321	1	DRAGONFL.bmp
450630	2000	983	1	CHICKEN.bmp 
456634	2000	889	1	BUTTERFL.bmp
462622	2000	2256	0	FRYINGPA.bmp
468624	2000	1139	1	FAUCET.bmp  
474629	2000	890	1	GARBAGEC.bmp
480633	2000	2347	1	DEER.bmp    
