onset	duration	response_time	value	stimuli
3911	4000	906 	1	GLOVE.bmp   
11899	3000	1335	1	COMPASS.bmp 
18904	4000	rien	0	FAN.bmp     
26910	3000	1795	1	EAGLE.bmp   
33898	4000	1159	1	GORILLA.bmp 
41903	3000	970 	1	CAR.bmp     
48907	3000	1451	1	DRAGONFL.bmp
55896	3000	1506	1	EYE.bmp     
62900	4000	1908	0	ACCORDIO.bmp
70906	3000	1721	1	BOX.bmp     
77894	4000	1276	1	CRAB.bmp    
85899	4000	1564	0	DRESSER.bmp 
93905	4000	1401	1	ALLIGATO.bmp
101894	4000	2416	1	ASPARAGU.bmp
109899	3000	1299	1	BELT.bmp    
116904	4000	986 	1	CORN.bmp    
124894	4000	1374	1	ARTICHOK.bmp
132898	4000	1072	1	BUTTERFL.bmp
140904	3000	1229	1	BOOT.bmp    
147893	4000	1369	1	ANCHOR.bmp  
155898	4000	1368	1	GARBAGEC.bmp
163902	4000	1937	1	RAY.bmp     
171892	3000	1259	1	frenchcr.bmp
178896	3000	1325	1	CANNON.bmp  
185901	4000	1733	1	FORK.bmp    
193906	3000	1313	1	FAUCET.bmp  
200894	4000	1037	1	BIRDCAGE.bmp
208900	4000	893 	1	FEATHER.bmp 
216905	4000	1395	1	EAR.bmp     
224894	3000	1784	1	CAP.bmp     
231899	4000	1442	1	AXE.bmp     
239905	3000	1205	1	BRAIN.bmp   
246893	3000	2008	1	BOTTLE.bmp  
253898	3000	1790	1	CLOWN.bmp   
260902	4000	rien	0	DOGHOUSE.bmp
268890	3000	2584	1	HAMMOCK.bmp 
275895	3000	967 	1	APPLE.bmp   
282900	3000	2055	1	SCORPION.bmp
289905	3000	1657	1	DOLPHIN.bmp 
296893	3000	1240	1	FLAG.bmp    
303898	4000	1238	1	BEAR.bmp    
311903	4000	1515	1	FRYINGPA.bmp
319892	4000	1463	1	ELEPHANT.bmp
327898	3000	1082	1	CAT.bmp     
334903	3000	1734	0	DOORKNOB.bmp
341891	3000	1559	1	CHICKEN.bmp 
348896	3000	3127	1	BOWL.bmp    
355900	4000	1160	1	CUP.bmp     
363889	3000	1271	1	AIRPLANE.bmp
370893	4000	1705	1	BICYCLE.bmp 
378899	4000	1620	1	DUSTPAN.bmp 
386888	3000	1321	1	ENVELOPE.bmp
393892	4000	1221	1	COW.bmp     
401898	4000	1158	0	GUITAR.bmp  
409888	3000	1197	0	COAT.bmp    
416892	3000	1988	1	BENCH.bmp   
423896	3000	1267	1	BROOM.bmp   
430901	4000	1548	1	CLOUD.bmp   
438890	4000	1215	1	BIRDNEST.bmp
446896	4000	1249	1	DEER.bmp    
454901	4000	1995	0	BOW.bmp     
462890	3000	1585	1	CHIMNEY.bmp 
469894	3000	1147	1	DRESS.bmp   
476899	3000	1519	1	ASHTRAY.bmp 
483887	3000	1537	1	CHEESE.bmp  
490892	4000	1853	1	BEE.bmp     
498897	3000	1861	0	FUNNEL.bmp  
505885	4000	1436	1	DONKEY.bmp  
513891	4000	942 	1	CARROT.bmp  
521896	3000	1349	1	CROWN.bmp   
528885	3000	1230	1	ACORN.bmp   
535889	4000	1081	1	FLOWER.bmp  
543895	4000	2135	1	CATERPIL.bmp
551885	4000	1011	1	FISH.bmp    
