onset	duration	response_time	value	stimuli
8885	2000	1602	0	RAT.bmp     
14887	3000	747	1	TELEPHON.bmp
21892	2000	874	1	WELL.bmp    
27896	2000	827	1	PIPE.bmp    
33884	3000	906	1	PEAR.bmp    
40889	2000	974	1	SCREW.bmp   
46893	2000	886	1	TIGER.bmp   
52897	3000	772	1	LAMP.bmp    
59885	3000	818	1	KNIFE.bmp   
66889	2000	877	1	SPIDER.bmp  
72893	3000	1016	1	ROOSTER.bmp 
79883	3000	870	1	MICROSCO.bmp
86886	3000	844	1	PAINTBRU.bmp
93891	2000	641	1	SHOE.bmp    
99895	3000	879	1	MOUNTAIN.bmp
106883	3000	802	1	ski.bmp     
113888	3000	905	1	RING.bmp    
120893	3000	726	1	HAT.bmp     
127882	2000	833	1	SKIRT.bmp   
133885	3000	724	1	MONKEY.bmp  
140890	3000	835	1	CIGARETT.bmp
147895	3000	852	1	WINDOW.bmp  
154884	2000	688	1	TIE.bmp     
160886	2000	979	1	MOTORCYC.bmp
166891	3000	958	1	WHEEL.bmp   
173895	3000	759	1	LIGHTBUL.bmp
180883	2000	849	1	ZEBRA.bmp   
186888	2000	808	1	POT.bmp     
192892	2000	800	1	NOSE.bmp    
198880	2000	964	1	PELICAN.bmp 
204883	2000	816	1	SNAIL.bmp   
210888	2000	968	1	PEACOCK.bmp 
216892	2000	779	1	PALMTREE.bmp
222880	2000	665	1	SYRINGE.bmp 
228883	2000	634	1	SOCK.bmp    
234887	3000	1104	1	PICTURE.bmp 
241892	3000	870	1	PIANO.bmp   
248880	2000	653	0	ROCKET.bmp  
254885	2000	821	1	VASE.bmp    
260889	2000	863	1	MOON.bmp    
266893	2000	1146	1	HAMMER.bmp  
272879	3000	884	1	SWAN.bmp    
279884	3000	968	1	WEATHERV.bmp
286889	3000	1226	1	UMBRELLA.bmp
293878	3000	892	1	SAW.bmp     
300882	2000	1494	1	OSTRICH.bmp 
306886	3000	769	1	PANTS.bmp   
313891	3000	1247	1	PLIERS.bmp  
320879	3000	780	1	HARMONIC.bmp
327884	3000	771	1	HARP.bmp    
334889	2000	1173	1	NAIL.bmp    
340877	2000	839	1	TRACTOR.bmp 
346880	3000	928	1	HYENA.bmp   
353885	3000	907	1	LADDER.bmp  
360890	2000	667	1	GLASS.bmp   
366878	2000	905	1	LION.bmp    
372882	2000	745	1	SKULL.bmp   
378886	2000	697	1	Scale.bmp   
384889	3000	785	1	SHIRT.bmp   
391877	3000	781	1	RABBIT.bmp  
398882	3000	2226	1	LADYBUG.bmp 
405887	3000	884	1	STOOL.bmp   
412875	3000	856	1	WHIP.bmp    
419880	3000	2030	1	TRUMPET.bmp 
426885	2000	730	1	LOCK.bmp    
432889	2000	1131	1	WOLF.bmp    
438876	2000	963	1	SQUIRREL.bmp
444881	2000	948	1	PLUG.bmp    
450885	3000	947	1	WATERING.bmp
457889	3000	1013	1	SNAKE.bmp   
464878	2000	947	1	RULER.bmp   
470882	2000	698	1	NECKLACE.bmp
476886	2000	1658	1	NAILFILE.bmp
482874	2000	831	1	LEG.bmp     
