onset	duration	response_time	value	stimuli
5851	4000	966	1	BOX.bmp     
12855	4000	782	1	BOOT.bmp    
19860	3000	790	1	CATERPIL.bmp
27866	3000	826	1	ASPARAGU.bmp
34854	4000	775	1	SCORPION.bmp
41859	4000	924	1	GLOVE.bmp   
49864	4000	945	1	BRAIN.bmp   
57852	3000	716	1	DRESSER.bmp 
65858	3000	966	1	DOORKNOB.bmp
72863	3000	729	1	AXE.bmp     
80852	3000	975	1	CANNON.bmp  
87856	3000	634	1	BICYCLE.bmp 
94861	3000	964	1	COMPASS.bmp 
101850	3000	763	1	BOW.bmp     
108854	4000	965	1	ELEPHANT.bmp
116860	4000	771	1	CUP.bmp     
123865	4000	913	1	EAR.bmp     
131854	4000	837	1	BOTTLE.bmp  
139859	4000	1327	1	RAY.bmp     
146864	3000	979	1	DUSTPAN.bmp 
154853	3000	752	1	FORK.bmp    
161858	4000	987	1	BUTTERFL.bmp
169863	3000	1359	1	CAR.bmp     
177851	3000	810	1	DEER.bmp    
184856	4000	1199	1	CHICKEN.bmp 
191861	4000	935	0	CHEESE.bmp  
199850	3000	799	1	ACORN.bmp   
206855	4000	676	1	CLOWN.bmp   
214860	3000	835	1	GARBAGEC.bmp
222850	3000	1108	1	ARTICHOK.bmp
229854	3000	853	1	frenchcr.bmp
237859	3000	850	1	CRAB.bmp    
244864	4000	721	1	APPLE.bmp   
252853	4000	1615	1	DONKEY.bmp  
259858	4000	921	1	COW.bmp     
266863	4000	1480	0	COAT.bmp    
273851	4000	783	1	CAT.bmp     
281856	3000	914	1	GUITAR.bmp  
288861	3000	1068	1	BEAR.bmp    
296850	4000	790	1	BEE.bmp     
304856	3000	788	1	BIRDCAGE.bmp
312860	3000	1194	1	CORN.bmp    
319849	4000	876	1	FAUCET.bmp  
326853	4000	777	1	AIRPLANE.bmp
333858	3000	891	1	ASHTRAY.bmp 
340863	3000	1725	1	DRAGONFL.bmp
348852	3000	900	1	BELT.bmp    
355857	4000	1097	1	EAGLE.bmp   
362862	3000	1253	1	FUNNEL.bmp  
370850	3000	1161	1	EYE.bmp     
378856	4000	909	1	FEATHER.bmp 
386861	4000	987	1	FLOWER.bmp  
393850	3000	1580	1	ACCORDIO.bmp
401855	3000	1133	1	CROWN.bmp   
408860	3000	936	1	DOLPHIN.bmp 
415848	3000	1511	0	ENVELOPE.bmp
423853	4000	934	1	BIRDNEST.bmp
431858	4000	788	1	FLAG.bmp    
438863	4000	797	1	ANCHOR.bmp  
446852	4000	1708	1	CAP.bmp     
454858	3000	1062	1	DRESS.bmp   
462863	4000	690	1	DOGHOUSE.bmp
470852	4000	1268	0	FISH.bmp    
478858	3000	889	1	BENCH.bmp   
485862	3000	1008	1	BROOM.bmp   
492851	4000	1227	1	CHIMNEY.bmp 
499856	3000	1048	1	BOWL.bmp    
506860	3000	886	1	GORILLA.bmp 
514849	4000	990	1	CLOUD.bmp   
522855	4000	672	1	CARROT.bmp  
530859	4000	1153	1	FRYINGPA.bmp
538848	4000	799	1	ALLIGATO.bmp
546854	4000	955	1	HAMMOCK.bmp 
553859	4000	1450	1	FAN.bmp     
