onset	duration	response_time	value	stimuli
3633	3000	890 	1	ALLIGATO.bmp
10620	4000	1173	1	DRESSER.bmp 
18626	4000	2175	0	BOW.bmp     
26631	3000	1090	1	BICYCLE.bmp 
33620	4000	952 	1	CUP.bmp     
41625	4000	995 	1	ELEPHANT.bmp
49631	4000	1041	1	AXE.bmp     
57620	4000	922 	1	FISH.bmp    
65625	4000	1612	1	EYE.bmp     
73631	4000	1177	1	COW.bmp     
81619	4000	1306	1	DOLPHIN.bmp 
89625	4000	1190	1	DEER.bmp    
97629	3000	3076	1	DRAGONFL.bmp
104618	4000	1288	1	FEATHER.bmp 
112623	4000	1209	1	COMPASS.bmp 
120629	3000	1521	1	BOTTLE.bmp  
127617	4000	801 	1	CARROT.bmp  
135622	3000	1049	1	BOOT.bmp    
142627	3000	1188	1	BOX.bmp     
149616	4000	849 	1	CAT.bmp     
157621	4000	1011	1	BELT.bmp    
165626	4000	1095	1	DOGHOUSE.bmp
173615	4000	915 	1	CHIMNEY.bmp 
181621	3000	1760	1	CROWN.bmp   
188625	4000	895 	1	APPLE.bmp   
196614	4000	994 	1	BOWL.bmp    
204619	3000	993 	1	DUSTPAN.bmp 
211624	3000	951 	1	CLOUD.bmp   
218613	3000	1263	1	BEE.bmp     
225617	4000	1003	1	BIRDCAGE.bmp
233622	3000	612 	1	frenchcr.bmp
240627	4000	890 	1	CHICKEN.bmp 
248616	3000	924 	1	CLOWN.bmp   
255621	3000	952 	1	ACORN.bmp   
262626	3000	1029	1	EAR.bmp     
269614	3000	rien	0	FAN.bmp     
276619	3000	1769	1	SCORPION.bmp
283623	4000	791 	1	GUITAR.bmp  
291612	4000	936 	1	CHEESE.bmp  
299617	4000	1096	1	FLOWER.bmp  
307623	3000	1123	1	ACCORDIO.bmp
314612	3000	1128	1	ANCHOR.bmp  
321616	4000	962 	1	GARBAGEC.bmp
329621	4000	1278	1	CRAB.bmp    
337627	3000	776 	1	BENCH.bmp   
344615	3000	1716	1	FUNNEL.bmp  
351620	3000	999 	1	ENVELOPE.bmp
358624	3000	1149	1	DOORKNOB.bmp
365613	4000	1272	1	CANNON.bmp  
373618	3000	953 	1	FAUCET.bmp  
380622	3000	2085	1	ASPARAGU.bmp
387610	4000	1083	1	CATERPIL.bmp
395616	4000	914 	1	RAY.bmp     
403621	3000	810 	1	GLOVE.bmp   
410610	4000	963 	1	GORILLA.bmp 
418615	4000	876 	1	BUTTERFL.bmp
426620	4000	1355	1	HAMMOCK.bmp 
434610	3000	841 	1	AIRPLANE.bmp
441614	3000	1307	1	FLAG.bmp    
448619	3000	964 	1	BIRDNEST.bmp
455624	4000	1619	0	FRYINGPA.bmp
463613	4000	1297	1	CAR.bmp     
471618	3000	985 	0	EAGLE.bmp   
478622	4000	861 	1	BEAR.bmp    
486611	3000	886 	1	BROOM.bmp   
493616	3000	1268	1	ARTICHOK.bmp
500620	3000	901 	1	BRAIN.bmp   
507609	4000	989 	1	CAP.bmp     
515614	4000	1364	0	COAT.bmp    
523620	3000	895 	1	ASHTRAY.bmp 
530608	3000	957 	1	CORN.bmp    
537613	3000	949 	1	DONKEY.bmp  
544617	4000	1124	1	FORK.bmp    
552623	3000	1536	1	DRESS.bmp   
