onset	duration	response_time	value	stimuli
4704	2000	906 	1	MOUNTAIN.bmp
10691	2000	975 	1	PANTS.bmp   
17696	3000	1220	1	STOOL.bmp   
23700	2000	1068	1	SHIRT.bmp   
30705	2000	883 	1	RULER.bmp   
36692	3000	938 	1	ROCKET.bmp  
43697	3000	1113	1	PIPE.bmp    
49701	2000	844 	1	NOSE.bmp    
55706	2000	1451	1	RING.bmp    
61692	2000	858 	1	HAMMER.bmp  
68697	3000	1316	1	PIANO.bmp   
74701	3000	1456	1	NECKLACE.bmp
81690	3000	2038	0	PELICAN.bmp 
87693	2000	960 	1	SCREW.bmp   
94698	2000	rien	0	WATERING.bmp
100702	3000	1354	1	SPIDER.bmp  
107690	3000	884 	1	LION.bmp    
113695	3000	969 	1	TRACTOR.bmp 
120699	3000	1418	1	PLUG.bmp    
126704	2000	1079	0	RAT.bmp     
132691	2000	rien	0	PEACOCK.bmp 
138695	2000	972 	1	KNIFE.bmp   
145700	3000	1245	1	LEG.bmp     
152705	3000	2201	1	MOON.bmp    
159693	3000	989 	1	MONKEY.bmp  
166697	2000	1075	0	ROOSTER.bmp 
172701	2000	rien	0	LADYBUG.bmp 
178689	3000	rien	0	SQUIRREL.bmp
184693	3000	1096	1	LAMP.bmp    
191698	2000	905 	1	PICTURE.bmp 
197702	2000	1281	1	WEATHERV.bmp
203689	2000	1287	1	LOCK.bmp    
209693	3000	1254	1	ski.bmp     
216698	3000	1010	1	GLASS.bmp   
222702	3000	1052	1	SKULL.bmp   
229690	3000	864 	1	HAT.bmp     
236695	2000	902 	1	WHEEL.bmp   
242699	3000	953 	1	PLIERS.bmp  
249704	3000	1974	1	TIGER.bmp   
256692	3000	965 	1	RABBIT.bmp  
262697	3000	1301	1	WELL.bmp    
268700	2000	1315	1	POT.bmp     
275688	2000	1024	1	NAIL.bmp    
282693	2000	1321	1	Scale.bmp   
288697	3000	937 	1	LADDER.bmp  
295702	2000	735 	1	MOTORCYC.bmp
302690	2000	1146	1	PEAR.bmp    
308694	2000	1007	1	TRUMPET.bmp 
314698	3000	1094	1	VASE.bmp    
321703	3000	1211	1	WOLF.bmp    
328691	3000	962 	1	TIE.bmp     
335696	2000	1086	0	NAILFILE.bmp
341700	3000	1809	1	ZEBRA.bmp   
347688	2000	841 	1	SNAIL.bmp   
353692	3000	1264	1	HYENA.bmp   
360697	2000	1582	1	HARP.bmp    
366701	2000	970 	1	UMBRELLA.bmp
373688	2000	1075	1	PAINTBRU.bmp
379692	2000	918 	1	SNAKE.bmp   
385696	2000	919 	1	SYRINGE.bmp 
392701	3000	995 	1	SAW.bmp     
398689	3000	2515	1	WHIP.bmp    
404693	2000	rien	0	HARMONIC.bmp
411698	3000	923 	1	SOCK.bmp    
418702	3000	995 	1	SHOE.bmp    
425690	2000	940 	1	CIGARETT.bmp
431695	3000	3451	1	MICROSCO.bmp
437699	2000	1318	1	WINDOW.bmp  
444688	2000	2133	1	PALMTREE.bmp
451692	3000	899 	1	SWAN.bmp    
458697	2000	813 	1	TELEPHON.bmp
464701	3000	2909	1	OSTRICH.bmp 
471689	2000	756 	1	LIGHTBUL.bmp
477692	2000	1482	1	SKIRT.bmp   
