onset	duration	response_time	value	stimuli
5328	2000	999	1	ROOSTER.bmp 
11331	3000	675	1	MOTORCYC.bmp
18319	2000	878	1	PLIERS.bmp  
24324	3000	837	1	ski.bmp     
31328	2000	949	1	WEATHERV.bmp
37317	3000	1007	1	SPIDER.bmp  
44321	2000	699	1	MICROSCO.bmp
50325	2000	714	1	WHIP.bmp    
57330	2000	639	1	PAINTBRU.bmp
64318	3000	663	1	SYRINGE.bmp 
71323	2000	748	1	RULER.bmp   
78328	3000	814	1	SCREW.bmp   
84332	2000	989	1	PELICAN.bmp 
90319	3000	842	1	KNIFE.bmp   
96323	2000	971	1	WHEEL.bmp   
102328	3000	747	0	LEG.bmp     
109333	2000	654	1	SNAIL.bmp   
115319	3000	758	1	TRACTOR.bmp 
121323	2000	770	1	PALMTREE.bmp
127327	2000	920	1	OSTRICH.bmp 
133331	2000	885	1	NAIL.bmp    
139319	3000	795	1	LOCK.bmp    
145323	3000	806	1	PEAR.bmp    
152328	3000	920	1	MOUNTAIN.bmp
158317	3000	755	1	SKULL.bmp   
165320	2000	647	1	RAT.bmp     
172325	2000	625	1	HAT.bmp     
179330	2000	758	1	NECKLACE.bmp
185317	3000	908	1	PEACOCK.bmp 
192322	2000	716	1	WOLF.bmp    
198326	2000	771	1	CIGARETT.bmp
205331	2000	742	1	LIGHTBUL.bmp
212318	3000	734	1	Scale.bmp   
218323	2000	767	1	WELL.bmp    
225328	3000	650	1	ZEBRA.bmp   
231316	3000	771	1	HARP.bmp    
238320	2000	752	1	SQUIRREL.bmp
244324	3000	840	1	ROCKET.bmp  
250328	3000	882	1	PIANO.bmp   
257316	2000	659	1	PANTS.bmp   
263320	2000	848	1	HAMMER.bmp  
270325	3000	816	1	RABBIT.bmp  
277330	3000	672	1	GLASS.bmp   
284318	2000	672	1	POT.bmp     
290323	3000	654	1	LADYBUG.bmp 
296327	3000	780	1	TIE.bmp     
303332	2000	810	1	SWAN.bmp    
309319	2000	624	1	SHOE.bmp    
316324	3000	764	1	WATERING.bmp
322328	3000	740	1	SKIRT.bmp   
329315	3000	782	1	TELEPHON.bmp
336320	2000	767	1	PLUG.bmp    
343325	2000	667	1	UMBRELLA.bmp
350330	2000	615	1	PIPE.bmp    
356317	3000	635	1	LADDER.bmp  
362321	2000	688	1	STOOL.bmp   
368326	3000	812	1	MONKEY.bmp  
375330	2000	717	1	SOCK.bmp    
382319	2000	812	1	PICTURE.bmp 
389323	3000	792	1	HYENA.bmp   
395328	2000	840	1	HARMONIC.bmp
402316	2000	923	1	SNAKE.bmp   
409321	3000	822	1	LAMP.bmp    
416325	3000	857	1	TIGER.bmp   
422330	3000	773	1	LION.bmp    
428317	2000	669	1	SAW.bmp     
434321	2000	723	1	MOON.bmp    
440325	3000	764	1	NOSE.bmp    
447329	3000	735	1	TRUMPET.bmp 
453317	3000	804	1	RING.bmp    
460322	2000	1012	1	NAILFILE.bmp
466326	3000	752	1	WINDOW.bmp  
473315	2000	848	1	VASE.bmp    
479318	3000	607	1	SHIRT.bmp   
